player_code,xm_override,cs_pct_override,bps_profile,tenure_discount,npxg90_rescue,xa90_rescue,dc90_rescue,note
489580,,0.235,,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Liverpool manager-transition CS% blend as the first Liverpool row above (player_code 116535); see that row's note for full sourcing and calculation. Ramsay-code slot reused check -- Lucky/Ramsay: 0 min GW1-2, status=a, deep rotation option. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Andoni Iraola confirmed Liverpool head coach for 2026-27 (re-verified LiverpoolFC.com/Sky Sports/ESPN, per existing cs_pct_override rows in this file), replacing Liverpool's prior 2025-26 manager. Consistent with the CS% blend already applied to this club's GK/DEF pool."
445087,,0.235,,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Liverpool manager-transition CS% blend as the first Liverpool row above (player_code 116535); see that row's note for full sourcing and calculation. Araujo (LIV): 20 min GW1 (late sub/rotation appearance), status=a -- xM still historical-blend pending a start. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Andoni Iraola confirmed Liverpool head coach for 2026-27 (re-verified LiverpoolFC.com/Sky Sports/ESPN, per existing cs_pct_override rows in this file), replacing Liverpool's prior 2025-26 manager. Consistent with the CS% blend already applied to this club's GK/DEF pool."
457569,0.90,0.248,1.00,0.78,,,,"NEW ROW (30 Aug 2026). Step 6 base blend: 0.5x Bournemouth 2025-26 own PL clean-sheet rate 28.95% (11/38, FBref+StatMuse) + 0.5x Marco Rose's final full season at RB Leipzig, 2023-24 Bundesliga, 29.41% (10/34, FBref+StatMuse) = 29.18% historical base. Marco Rose confirmed Bournemouth head coach replacing Andoni Iraola (who left for Athletic Bilbao links), verified via NBCSports, TNT Sports, Sky Sports. Caveat (Rule #4, no numeric adjustment invented): Bundesliga is a different competition/quality baseline than the PL. GW1 (away, Man City 2-1, Bournemouth conceded 2) and GW2 (home, Everton 1-1, conceded 1) = 0/2 clean sheets. Decay Schedule GW2-3: 0.85x29.18% + 0.15x0% = 24.80%. Mechanism-specific finding (2 sources): Rose's own post-match quotes across both GW1 and GW2 attribute goals conceded to specific, repeated set-piece/box-defending breakdowns (not run-of-play); a tactical-analysis piece independently flags Rose's space-oriented press as leaving gaps behind advancing full-backs as a known structural weakness from his prior work. Sources: yardbarker.com (Rose GW1 quotes) ; skysports.com/football/bournemouth-vs-everton/report/559455 (GW2 quotes) ; tacticalfootballanalysis.com/marco-rose-tactics-bournemouth-2026-2027-tactical-analysis (partially paywalled, pressing-gap mechanism only) ; olbauday/FPL-Core-Insights GW1+GW2 data. DATA-INTEGRITY FLAG: a 3rd GK (Michele Di Gregorio, code 230650) appeared in the source players.csv for this club with status=a -- this name is publicly associated with Juventus, not Bournemouth, and was NOT independently corroborated. EXCLUDED from this override pending spot-check against the live official FPL roster -- do not apply the CS% figure to this player_code until verified. Applied identically to every currently-available (status=a) Bournemouth GK/DEF per Rule #22. Đorđe Petrović: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Petrović has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=57), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth. | bps_profile: 1.00 (GK -- BPS tackled-penalty rule change doesn't apply to goalkeepers)."
40383,,0.248,1.00,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. Fraser Forster: status=a. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth. | bps_profile: 1.00 (GK -- BPS tackled-penalty rule change doesn't apply to goalkeepers)."
463981,0.90,0.248,0.95,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. James Hill: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Hill has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=60), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth. | bps_profile added 30 Aug 2026 (TEST RUN, follow-up): 0.95 -- James Hill -- young English CB, primarily defensive centre-back profile (EST, role read from established playing history, not yet 2026-27 match-confirmed)."
494521,0.90,0.248,1.06,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. Adrien Truffert: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Truffert has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=61), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth. | bps_profile added 30 Aug 2026 (TEST RUN, follow-up): 1.06 -- Adrien Truffert -- attacking left-back (ex-Rennes), known crossing/carrying output (EST, role read from established playing history, not yet 2026-27 match-confirmed)."
242882,,0.248,,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. Bafodé Diakité: status=a. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth."
54469,0.90,0.248,1.06,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. Adam Smith: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Smith has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=64), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth. | bps_profile added 30 Aug 2026 (TEST RUN, follow-up): 1.06 -- Adam Smith -- veteran overlapping/attacking right-back (EST, role read from established playing history, not yet 2026-27 match-confirmed)."
575901,,0.248,,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. Julio Soler: status=a. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth."
483067,0.90,0.248,,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. António Silva: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Silva has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=566), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth."
494928,,0.248,,0.78,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Bournemouth manager-transition CS% blend as the first Bournemouth row above (player_code 457569); see that row's note for full sourcing and calculation. Juanlu Sánchez: status=a. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- 1 red flag: Marco Rose appointed Bournemouth head coach (afcb.co.uk, 3 Jun 2026), replacing Andoni Iraola who led all of 2025-26 before leaving for Liverpool. Full-season historical CS/defensive data is entirely Iraola's system; Rose's is unobserved. Sources: afcb.co.uk/news/2026/june/03/who-is-marco-rose..., skysports.com Marco Rose Bournemouth."
215059,0.85,0.2494,1.00,0.85,,,,"NEW ROW (30 Aug 2026). Xabi Alonso confirmed Chelsea manager since 1 Jul 2026, replacing Liam Rosenior; immediately-prior club Real Madrid (La Liga), sacked 12 Jan 2026 -- verified via Chelsea FC official, Sky Sports, Al Jazeera. Step 6 base blend: 0.5x Chelsea 2025-26 own PL clean-sheet rate 23.68% (9/38, StatMuse x2) + 0.5x Alonso's Real Madrid La Liga-only CS rate 35.0% (7/20, Wikipedia match-log recount, partially corroborated by Goal.com for first 2 games) = 29.34% historical base. CONFIDENCE FLAG: the Real Madrid La-Liga-only CS figure (7/20) is single-source-verified with only partial independent corroboration -- an alternate all-competitions figure (10/34=29.41%, Ghanaweb, corroborated match-tally via a B/R X post) would instead give a 26.55% base / 22.57% decayed figure. Using the La-Liga-only figure as primary since it matches competition type, but flagging LOW-MODERATE confidence per Standing Rule #1 (2-source bar not cleanly met) -- recommend a Transfermarkt/WhoScored manual cross-check before treating as VERIFIED. GW1 (away, Fulham, Chelsea won 3-2, conceded 2) = 0/1 clean sheets; GW2 (home vs Brighton) not yet finished at time of this pull. Decay Schedule GW2-3 (GW1-only): 0.85x29.34% + 0.15x0% = 24.94%. Mechanism-specific finding (2 sources): Chelsea have switched to a back-three/3-4-3 buildup shape under Alonso (carried over from his Real Madrid structure) -- confirmed by Chelsea FC's own site and a tactical-analysis breakdown of the Fulham match; the specific downstream defensive-weakness claim in the analysis piece was paywalled and could not be verified, so is NOT included as a finding. Sources: chelseafc.com/en/news/article/fpl-2026-27-xabi-alonsos-impact ; tacticalfootballanalysis.com/fulham-chelsea-premier-league-2026-2027-tactical-analysis-tactics ; skysports.com/football/news/11095/13544932 ; olbauday/FPL-Core-Insights GW1 data. Applied identically to every currently-available (status=a) Chelsea GK/DEF per Rule #22. Sánchez: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Sánchez has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=140), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- Partial/borderline flag: Liam Rosenior appointed Chelsea head coach ~6 Jan 2026 (premierleague.com, Sky Sports, Al Jazeera) after Enzo Maresca departed 1 Jan 2026. 2025-26 season split roughly Aug-Dec under Maresca / Jan-May under Rosenior -- not a clean single-manager majority, so treated at the lenient end of the 1-flag bracket rather than a full discount. Sources: premierleague.com/en/news/4531073, aljazeera.com/sports/2026/1/6/rosenior-confirms-chelsea-deal. | bps_profile: 1.00 (GK -- BPS tackled-penalty rule change doesn't apply to goalkeepers)."
549939,,0.2494,1.00,0.85,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Chelsea manager-transition CS% blend as the first Chelsea row above (player_code 215059); see that row's note for full sourcing and calculation. Penders: status=a. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- Partial/borderline flag: Liam Rosenior appointed Chelsea head coach ~6 Jan 2026 (premierleague.com, Sky Sports, Al Jazeera) after Enzo Maresca departed 1 Jan 2026. 2025-26 season split roughly Aug-Dec under Maresca / Jan-May under Rosenior -- not a clean single-manager majority, so treated at the lenient end of the 1-flag bracket rather than a full discount. Sources: premierleague.com/en/news/4531073, aljazeera.com/sports/2026/1/6/rosenior-confirms-chelsea-deal. | bps_profile: 1.00 (GK -- BPS tackled-penalty rule change doesn't apply to goalkeepers)."
225796,0.85,0.2494,1.06,0.85,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Chelsea manager-transition CS% blend as the first Chelsea row above (player_code 215059); see that row's note for full sourcing and calculation. James: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- James has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=142), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount added 30 Aug 2026 (TEST RUN, follow-up): Step 4a Manager Tenure Split Check -- Partial/borderline flag: Liam Rosenior appointed Chelsea head coach ~6 Jan 2026 (premierleague.com, Sky Sports, Al Jazeera) after Enzo Maresca departed 1 Jan 2026. 2025-26 season split roughly Aug-Dec under Maresca / Jan-May under Rosenior -- not a clean single-manager majority, so treated at the lenient end of the 1-flag bracket rather than a full discount. Sources: premierleague.com/en/news/4531073, aljazeera.com/sports/2026/1/6/rosenior-confirms-chelsea-deal. | bps_profile added 30 Aug 2026 (TEST RUN, follow-up): 1.06 -- Reece James -- high-output attacking right-back, historic set-piece involvement (EST, role read from established playing history, not yet 2026-27 match-confirmed)."
